screen_name,profile_image_url,location,created_time,text
小窗阅读,"https://tvax2.sinaimg.cn/crop.0.0.600.600.50/006J6WIkly8hn2dnr6hcmj30go0godhe.jpg?KID=imgbed,tva&Expires=1729616889&ssig=TZyQCW0EJR",其他,Fri Jun 14 13:31:32  2024,不要人夸好颜色，只流清气满乾坤
-公主小鸭-,"https://tvax1.sinaimg.cn/crop.0.0.580.580.50/005BRVTmly8htdpmj88i1j30g40g4gm8.jpg?KID=imgbed,tva&Expires=1729616889&ssig=4omvKxpPKQ",其他,Fri Jun 14 13:25:16  2024,感谢分享
浊酒史话,"https://tvax4.sinaimg.cn/crop.0.0.765.765.50/006pNMa4ly8hlgun3jpfmj30l90l9gmi.jpg?KID=imgbed,tva&Expires=1729616889&ssig=JLLwNkASG%2F",江西,Fri Jun 14 13:11:42  2024,[good][good][good]
柚子豆妈,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/006YekfUly8hrpvvtkv95j30u00u0tb9.jpg?KID=imgbed,tva&Expires=1729616889&ssig=QqeZywV%2FMB",其他,Fri Jun 14 13:01:12  2024,原来这样啊。很喜欢
安安的心灵小屋,"https://tvax3.sinaimg.cn/crop.0.0.930.930.50/005ADPu7ly8hqsiymih8tj30pu0puq5s.jpg?KID=imgbed,tva&Expires=1729616889&ssig=kMYrVXVXci",其他,Fri Jun 14 13:00:05  2024,谢谢分享[鲜花][鲜花][鲜花][给力]
多角度三农,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/006ILJz4ly8htcy7jilzfj30u00u0whc.jpg?KID=imgbed,tva&Expires=1729616889&ssig=ZOXeIlnS6y",河南,Fri Jun 14 12:58:47  2024,学到了
苏打水的奶茶人生,"https://tvax2.sinaimg.cn/crop.0.0.960.960.50/006LTMkWly8hg4v4hjnp2j30qo0qo773.jpg?KID=imgbed,tva&Expires=1729616889&ssig=Lw7elJN4YP",四川,Fri Jun 14 12:58:47  2024,涨知识了
邢昭林的铃铛芹芹,"https://tvax2.sinaimg.cn/crop.0.0.512.512.50/007v40YXly8hu2nvwg75dj30e80e83z3.jpg?KID=imgbed,tva&Expires=1729616889&ssig=nNK%2Bf5dzwX",广东 深圳,Fri Jun 14 12:58:09  2024,感谢分享
EOS柚子之家,"https://tvax3.sinaimg.cn/crop.0.163.632.632.50/9ddb027ely8fminqsun2aj20hs0npn29.jpg?KID=imgbed,tva&Expires=1729616890&ssig=FI0pSPw7Uq",海南 海口,Fri Jun 14 12:56:14  2024,美味不错
伊典花事,"https://tvax2.sinaimg.cn/crop.0.0.664.664.50/abd48e32ly8gqfnon2mpej20ig0igaas.jpg?KID=imgbed,tva&Expires=1729616890&ssig=ED00V2XHNl",上海 卢湾区,Fri Jun 14 12:56:12  2024,知识帖[赞][赞][赞]
包纸DVD,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/0061X3Ssly8hraopyhmluj30u00u0tba.jpg?KID=imgbed,tva&Expires=1729616890&ssig=yDPNXPpUyo",其他,Fri Jun 14 12:55:56  2024,学到了
柳与柔,"https://tvax4.sinaimg.cn/crop.0.0.720.720.50/008qoDAtly8hpk3b6pvrhj30k00k0t9c.jpg?KID=imgbed,tva&Expires=1729616890&ssig=bUJ5KYeFN6",北京,Fri Jun 14 12:53:23  2024,下午好
浮生弋盏茶,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/6db89c61ly8hu8cemh8crj20u00u0jtc.jpg?KID=imgbed,tva&Expires=1729616890&ssig=bpvJ1B526N",河北 保定,Fri Jun 14 12:53:13  2024,原来如此
星辰说体育,"https://tvax2.sinaimg.cn/crop.0.0.400.400.50/008yI4fqly8hpztd0zdlnj30b40b43yv.jpg?KID=imgbed,tva&Expires=1729616890&ssig=Vi0LFMs9Un",广东,Fri Jun 14 12:52:52  2024,谢谢博主的分享
我就是一个笑脸,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/008B2c7nly8htdxx1hnmzj30u00u0n1d.jpg?KID=imgbed,tva&Expires=1729616890&ssig=JpJepGF8IX",湖北,Fri Jun 14 12:50:31  2024,wow
诗路乀,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/a4d4adc7ly8h8s5u0x42bj20u00u00u2.jpg?KID=imgbed,tva&Expires=1729616890&ssig=LLJBeU6EMb",江苏,Fri Jun 14 12:29:09  2024,下午好[鲜花][鲜花][鲜花]
关于郑州的记忆_-,"https://tvax4.sinaimg.cn/crop.0.0.844.844.50/006H27XKly8hhc5vwjaysj30ng0ngadg.jpg?KID=imgbed,tva&Expires=1729616891&ssig=UPZCkRUvsL",河南,Wed Jul 03 18:57:39  2024,棒
pier77403,"https://tva3.sinaimg.cn/crop.0.0.100.100.50/005UCJhSjw8epkuxuhr00j302s02s0sl.jpg?KID=imgbed,tva&Expires=1729616891&ssig=KEqRTXiS9G",其他,Sat Jun 29 18:52:23  2024,祝贺入选的孩子们[送花花][送花花][送花花]花花小牛🐮[good][good][good]
建业-守望,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/007sY8h3ly8gzbrcovu5qj30u00u0aco.jpg?KID=imgbed,tva&Expires=1729616891&ssig=obaKXFCP7O",河南 郑州,Thu Jun 27 14:09:18  2024,恭喜[鲜花][心][打call]
伊笑花开,"https://tvax1.sinaimg.cn/crop.0.0.996.996.50/4497e626ly8gmm6wyqwhhj20ro0rpjtk.jpg?KID=imgbed,tva&Expires=1729616891&ssig=35tH8ClrRG",湖北 武汉,Thu Jun 27 10:34:57  2024,[允悲]
随便的绿色煲仔饭,"https://tvax4.sinaimg.cn/crop.0.0.828.828.50/720e0945ly8htvrpfwgx4j20n00n00u2.jpg?KID=imgbed,tva&Expires=1729616891&ssig=DdBo3G9giB",其他,Wed Jun 26 13:06:02  2024,宝贝入选啦，感谢花花牛[送花花][送花花]
大大怪大将军,"https://tva1.sinaimg.cn/crop.0.0.180.180.50/54583ca5jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1729616891&ssig=Ce%2BYwYaGFL",河南 郑州,Wed Jun 26 13:00:25  2024,俩孩子双双入围，可喜可贺🎉花花牛[给力]河南足球队[打call][打call][打call]
六子smile,"https://tva4.sinaimg.cn/crop.0.0.512.512.50/afef58ebjw8f0exxdirbaj20e80e80t7.jpg?KID=imgbed,tva&Expires=1729616891&ssig=3ZK7GItjlh",河南,Wed Jun 26 12:08:35  2024,[打call][打call][打call]
评论罗伯特,"https://tvax3.sinaimg.cn/crop.0.0.512.512.50/006i0XtAly8htt0v6r8pjj30e80e874t.jpg?KID=imgbed,tva&Expires=1729616891&ssig=ZN8T3fYoXP",海外,Wed Jun 26 10:32:35  2024,小朋友们的未来之星，已经在绿茵场上闪烁了！看，那是希望的种子在萌芽，未来的球星或许就藏在他们中间呢！喝口牛奶，壮壮身体，球场见咯！畜牧业也要为体育事业加油哦！
不受人惑,"https://tva1.sinaimg.cn/crop.0.0.180.180.50/70145fbfjw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1729616892&ssig=2FkwA9Txta",辽宁 朝阳,Thu Mar 21 13:12:54  2024,对吗
Lazbjhn,"https://tvax1.sinaimg.cn/default/images/default_avatar_female_50.gif?KID=imgbed,tva&Expires=1729616892&ssig=O2tEoyv7r4",广西 柳州,Wed Mar 20 15:49:30  2024,说得好
就这么走走,"https://tvax1.sinaimg.cn/crop.0.0.512.512.50/63c2c119ly8hfg5dyazfoj20e80e8t9f.jpg?KID=imgbed,tva&Expires=1729616892&ssig=DFBsAXD%2F1u",其他,Wed Mar 20 15:44:07  2024,我女儿3岁开始不喝牛奶之后胃口的确好多了
逗比人生才有料,"https://tvax1.sinaimg.cn/crop.0.0.996.996.50/c31c1c9aly8gfpematxsvj20ro0ro0u2.jpg?KID=imgbed,tva&Expires=1729616892&ssig=xRIxhq0Pxf",北京,Wed Mar 20 15:15:05  2024,豆浆 怕转基因
溪心洞村最靓的仔,"https://tvax3.sinaimg.cn/crop.0.0.512.512.50/007vF7UVly8grbr4ohseyj30e80e8js5.jpg?KID=imgbed,tva&Expires=1729616892&ssig=2dHcnp3odW",广西 贺州,Wed Mar 20 14:31:24  2024,奶粉呢
微博乳业,"https://tvax4.sinaimg.cn/crop.64.22.329.329.50/006Iomgely8h8wdd8bxpjj30ay09sjrb.jpg?KID=imgbed,tva&Expires=1729616892&ssig=o8Ed17wHgw",北京,Mon Mar 18 14:41:43  2024,#微博公开课##微博知识手册#牛奶原来也是添加剂重灾区[汗]
有黑狗的黑猫,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/c6caeb2cly8gi4wvi2vaoj20u00u0jtw.jpg?KID=imgbed,tva&Expires=1729616892&ssig=irLJ6CIIjq",海外,Sun Mar 17 21:24:51  2024,我回国时给孩子买酸奶，大润发2个大货架冰柜的酸奶，我挨个看配料表，竟然只有2种能喝[汗]回国自己吃什么都无所谓，给孩子挑吃的真是太费劲了。看完配料表啥也不想买
CFD林花谢了春红123,"https://tvax4.sinaimg.cn/crop.0.0.996.996.50/002jfKgBly8gugc31mfi7j60ro0roach02.jpg?KID=imgbed,tva&Expires=1729616892&ssig=YSLyUAJPN6",河北 唐山,Sun Mar 17 19:43:28  2024,非转基因黄豆打豆浆
自求自得,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/006TfM6Cly8hj1fa4d44lj30u00u0mzi.jpg?KID=imgbed,tva&Expires=1729616892&ssig=BAztm4ORD3",其他,Sun Mar 17 09:25:37  2024,奶奶，读的不错[good]
用户6291830761,"https://tvax4.sinaimg.cn/crop.0.0.640.640.50/006RNSBjly8fhfu12iscyj30hs0hsmxr.jpg?KID=imgbed,tva&Expires=1729616892&ssig=RahaHKaoGv",其他,Sun Mar 17 03:10:03  2024,你说的是调制乳的
北京簕杜鹃,"https://tva4.sinaimg.cn/crop.0.0.180.180.50/7b6f2c75jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1729616892&ssig=KNNkkPAQ6z",北京 朝阳区,Sun Mar 17 00:06:00  2024,[赞]
绝梵珊珊,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/008btyBily8gqhl7m85c4j30u00u0juk.jpg?KID=imgbed,tva&Expires=1729616892&ssig=6qQcVoM%2FXe",山东 济宁,Sat Mar 16 20:37:14  2024,国内还有啥是安全的那[允悲]
雪山飞猫aa,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/a38ac071ly8gq1ompfoy4j20u00u0123.jpg?KID=imgbed,tva&Expires=1729616892&ssig=NHOXNhWtt8",湖北,Sat Mar 16 14:35:47  2024,不如喝豆浆，但是不要买转基因的
小柒柒猫,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/ec19c537ly8hpkr689m8ej20u00u040q.jpg?KID=imgbed,tva&Expires=1729616892&ssig=8kGqKFkWEH",其他,Sat Mar 16 00:22:31  2024,那纯牛奶呢？
舒克和贝塔55555,"https://tvax2.sinaimg.cn/crop.0.0.996.996.50/0088rjBsly8gv4u7whxp6j60ro0roabn02.jpg?KID=imgbed,tva&Expires=1729616892&ssig=2eFUuou4zf",北京,Fri Mar 15 23:25:51  2024,转发微博
吕元元bianwed,"https://tvax4.sinaimg.cn/crop.0.0.512.512.50/a27bcb05ly8ft3xg4tzrbj20e80e8jsp.jpg?KID=imgbed,tva&Expires=1729616892&ssig=Eueja28eH7",黑龙江 大庆,Fri Mar 15 22:24:40  2024,这么说我想起来，小时候喝牛奶不拉肚子，现在拉肚子
小五花-,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/a0feffaaly8hfza5wknjej20u00u0wk0.jpg?KID=imgbed,tva&Expires=1729616892&ssig=24kHGm8Zju",福建 泉州,Fri Mar 15 20:53:53  2024,郭教授？哪里的教授？连个单位都没有，一般名字下面带的是就职的单位，而不是什么养生节目主持人[允悲]，如果她是什么教授那就不会是主持人，如果她是主持人那就不会是什么教授，如果又是教授又是主持人，那她肯定是骗人的神棍，这种东西也有人信……
Crypig,"https://tva2.sinaimg.cn/crop.0.1.750.750.50/56062d53jw8fan2b37r0xj20ku0kwwg1.jpg?KID=imgbed,tva&Expires=1729616892&ssig=Lr9H0uJO45",河北 石家庄,Fri Mar 15 17:08:28  2024,哪来的郭教授？全名都不敢写 哪里的教授 在哪儿任职？ 养生节目是哪个 在哪个平台播放  现在是个人都敢称教授了？
用户6040901215,"https://tvax4.sinaimg.cn/crop.0.0.750.750.50/006AP0mzly8hna30ycd63j30ku0ku0tx.jpg?KID=imgbed,tva&Expires=1729616892&ssig=SRL1JuETSM",广东 湛江,Fri Mar 15 15:50:10  2024,正能量传播无需怕下架。如管理人员把此类视频封杀下架那平台我就该下架了
山别大革命2013,"https://tva3.sinaimg.cn/crop.0.0.180.180.50/409bcbb4jw1f4ewvwl3i6j2050050q3a.jpg?KID=imgbed,tva&Expires=1729616894&ssig=Q0fb9dSLTT",安徽 合肥,Fri Mar 15 15:22:55  2024,不喝！我不喝！坚决不喝！
臭尼的外婆,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/c20df53fly8hm5tpd2cmhj20u00u0wgx.jpg?KID=imgbed,tva&Expires=1729616894&ssig=z7QYajf36S",其他,Fri Mar 15 14:34:45  2024,[鲜花]
phenixjoy,"https://tva1.sinaimg.cn/crop.32.2.111.111.50/5af1fd6fjw8ezf24d1yaxj205k05kt97.jpg?KID=imgbed,tva&Expires=1729616894&ssig=WEvE6CxamB",北京 朝阳区,Fri Mar 15 13:57:18  2024,太对了……小时候喝牛奶不过敏，现在喝一点儿就过敏[允悲][允悲][允悲][doge][doge][doge]
用户v9tdoq9gwf,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/764fcbably8hgf24rqstzj20u00u0n05.jpg?KID=imgbed,tva&Expires=1729616894&ssig=RkY4pDHd%2Fw",其他,Fri Mar 15 13:30:09  2024,[good][good]
海哥0212,"https://tva3.sinaimg.cn/crop.0.0.664.664.50/0062FiPsjw8f6b1apy9nhj30ig0iggmu.jpg?KID=imgbed,tva&Expires=1729616894&ssig=evLzBMCB47",辽宁,Fri Mar 15 13:23:31  2024,现在的商家良心好的太少了
黄泉川的摆渡人,"https://tvax1.sinaimg.cn/crop.0.0.690.690.50/0064SdAqly8h182himzv2j30j60j641m.jpg?KID=imgbed,tva&Expires=1729616895&ssig=LPdIpNlQQL",河北 唐山,Sun Feb 18 20:40:37  2024,[抱抱]
子鸣81,"https://tvax3.sinaimg.cn/crop.0.0.664.664.50/5a83b922ly8h4dhz0bar2j20ig0ig3zs.jpg?KID=imgbed,tva&Expires=1729616895&ssig=PFvovvlIaX",吉林 长春,Sun Feb 18 20:10:20  2024,素食者的饮品[赞]
蓝天196509,"https://tva3.sinaimg.cn/crop.73.17.184.184.50/006pkHrXjw8f5x2am57r0j30980643yp.jpg?KID=imgbed,tva&Expires=1729616895&ssig=kP09jykTi%2F",江苏 镇江,Sun Feb 18 19:53:58  2024,[鲜花][鲜花][鲜花]
Lili_zZzz,"https://tva1.sinaimg.cn/crop.0.0.540.540.50/005EZIqnjw8ehkuzg129bj30f00f0mxu.jpg?KID=imgbed,tva&Expires=1729616895&ssig=3or21g6hDy",湖北 武汉,Sun Feb 18 15:53:01  2024,学习
娜娜女神5376,"https://tvax4.sinaimg.cn/crop.0.0.132.132.50/008qELA4ly4gwbk89rki0j303o03o0sk.jpg?KID=imgbed,tva&Expires=1729616895&ssig=A1eHn17RSc",其他,Sun Feb 18 11:44:23  2024,爱您老师[心][心][心]
水杀_不坑的坑娘,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/4d54ae51ly8g1n5xmj0pqj20u00u0dhn.jpg?KID=imgbed,tva&Expires=1729616895&ssig=G67%2FB98sIb",上海 静安区,Sun Feb 18 10:28:24  2024,甜杏仁应该不是图片中的那种美国大杏仁吧？
十六0616,"https://tvax1.sinaimg.cn/crop.0.0.664.664.50/0076eQWQly8ghao3rs9chj30ig0igjs8.jpg?KID=imgbed,tva&Expires=1729616895&ssig=8ZOggVzuaa",山东,Fri Apr 12 05:36:37  2024,点赞[鼓掌]
提笔落诗杭,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/008zA7ATly8hr8yogs9tgj30u00u0tbz.jpg?KID=imgbed,tva&Expires=1729616895&ssig=p8gVwdG%2BYz",其他,Wed Apr 03 17:58:23  2024,[坏笑]
你好别来无恙666,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/005uNyZJly8h9etppbgftj30u00u0dga.jpg?KID=imgbed,tva&Expires=1729616895&ssig=ckYlwI4TYY",山东 潍坊,Wed Apr 03 00:46:11  2024,[送花花]
Esther你好呀,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/008DbFyPly8hnnk84he44j30u00u0acf.jpg?KID=imgbed,tva&Expires=1729616895&ssig=C0%2Bx96hINx",其他,Thu Mar 28 23:50:05  2024,赞
夏天太阳37度,"https://tvax1.sinaimg.cn/crop.0.0.1019.1019.50/005zPefKly8hlufqttkigj30sb0sbaca.jpg?KID=imgbed,tva&Expires=1729616895&ssig=hLoJdQGQRT",四川 成都,Sat Mar 16 13:22:42  2024,科技
南山坞梅落,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/006RsRz2ly8hrnd8bm1o4j30u00u0aex.jpg?KID=imgbed,tva&Expires=1729616895&ssig=y3tT15IS1j",山西,Fri Mar 15 10:08:55  2024,[爱橙橙]
夕幽LL,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/006MpqcCly8h4t1i4oan5j30u00u0gs7.jpg?KID=imgbed,tva&Expires=1729616895&ssig=FnAxvk1rhj",贵州 贵阳,Fri Mar 15 09:04:06  2024,[爱橙橙]
DEATHFEARPAIN,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/007a7tqmly8hr4ko3lhezj30u00u0wgw.jpg?KID=imgbed,tva&Expires=1729616895&ssig=52vP%2F6mm9l",江苏,Fri Mar 15 06:54:09  2024,赞
梓萱星仪,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/74d7b0f5ly8g0oqa3bu0uj20u00u0jsc.jpg?KID=imgbed,tva&Expires=1729616895&ssig=96tnFmMKL1",其他,Thu Mar 14 21:25:24  2024,转发微博
-哼哼哈hei,"https://tvax3.sinaimg.cn/crop.0.0.996.996.50/0069l2Ngly8gi2b35kqx1j30ro0rojt8.jpg?KID=imgbed,tva&Expires=1729616895&ssig=5QjUB%2FlkQ9",台湾,Thu Mar 14 19:41:03  2024,喜欢
随心而动-宝妈,"https://tva3.sinaimg.cn/crop.0.0.180.180.50/6e97df31jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1729616896&ssig=eLiHO9oOjx",天津 河西区,Tue Apr 02 10:35:49  2024,我今天刚好搜牛奶，同事的纽麦福全脂高钙纯牛奶，口感很好。京东上只有山姆店卖，合下来3.2一瓶200毫升的。只是有点犹豫的是这种进口牛奶怎么保质期都一年之久，不知道时间长了损失营养不，毕竟咱们伊利蒙牛才几个月
林淇冰2011,"https://tvax1.sinaimg.cn/default/images/default_avatar_female_50.gif?KID=imgbed,tva&Expires=1729616896&ssig=1ZXRUcNCG%2B",天津 河东区,Wed Mar 27 08:38:36  2024,求酸奶排名，牛奶固定特仑苏拧盖那款了[doge]
不婚快乐,"https://tva3.sinaimg.cn/crop.0.0.640.640.50/81eeb52djw8eb4km73k4sj20hs0hs0tv.jpg?KID=imgbed,tva&Expires=1729616896&ssig=F6qQZSSjLu",天津,Tue Mar 26 19:53:55  2024,每日鲜语+1
童言妈妈生活记,"https://tvax4.sinaimg.cn/crop.0.0.664.664.50/0076aKhTly8g1pbgv3zqfj30ig0ig0sw.jpg?KID=imgbed,tva&Expires=1729616896&ssig=pYe1ZzFkCF",其他,Tue Mar 26 06:44:46  2024,最近喝东方甄选沙漠和新疆的
我是自信风,"https://tvax2.sinaimg.cn/crop.0.0.640.640.50/007vfAJBly8fxw1pwre8ej30hs0hs3zj.jpg?KID=imgbed,tva&Expires=1729616896&ssig=lrYoqAgc6F",河北,Mon Mar 25 22:24:54  2024,最近一直喝咱庄里的鲜奶。
防水涂层ing,"https://tvax4.sinaimg.cn/crop.0.0.403.403.50/006eC7mKly8h9xbjti12yj30b70b7q3a.jpg?KID=imgbed,tva&Expires=1729616896&ssig=2VPPDRZtmW",其他,Mon Mar 25 19:45:27  2024,我爱喝5
蓝色自然卷,"https://tva3.sinaimg.cn/crop.23.0.111.111.50/65363921jw8eu5lthcz1hj205k05kaa4.jpg?KID=imgbed,tva&Expires=1729616896&ssig=JEgcAvEaX%2F",天津 塘沽区,Sun Mar 24 22:13:08  2024,试一下欧亚大理高原牛奶
李菲丽丶,"https://tvax3.sinaimg.cn/crop.0.0.400.400.50/008wCDpOly8hq6f4qy3mwj30b40b4wez.jpg?KID=imgbed,tva&Expires=1729616897&ssig=%2B%2FcCFPVKlC",吉林 延边朝鲜族自治州,Tue Oct 22 20:36:04  2024,云朵叮叮牛奶，听起来就像是在云端品尝的美味[馋嘴]
超话社区,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/006pQfMcly8h8v3tovfguj60u00u0q3z02.jpg?KID=imgbed,tva&Expires=1729616899&ssig=Nz0N9uHqMi",北京,Tue Oct 22 14:58:34  2024,你好，你感兴趣的“牛奶”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #牛奶[超话]#
用户8562333012,"https://tvax1.sinaimg.cn/crop.0.0.600.600.50/008zkhIyly8hfo6bt1j38j30go0go0ta.jpg?KID=imgbed,tva&Expires=1729616900&ssig=CVnVGDb91Y",北京,Tue Oct 22 08:32:51  2024,我昨晚买了，淘宝那边300满减50.还是可以的
夸夸小精灵,"https://tvax1.sinaimg.cn/crop.0.0.600.600.50/008yV97Jly8hqle4s92dqj30go0gomzb.jpg?KID=imgbed,tva&Expires=1729616901&ssig=awyRh3BbFB",其他,Mon Oct 21 17:08:16  2024,哇塞，这小奶猫也太萌了吧！蹭脚的样子简直让人心都化了！你们真是天使，给它吃的喝的，这小家伙真是遇到好人了！100分！
超话社区,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/006pQfMcly8h8v3tovfguj60u00u0q3z02.jpg?KID=imgbed,tva&Expires=1729616901&ssig=iVrcwdjRcE",北京,Mon Oct 21 17:08:10  2024,你好，你感兴趣的“小奶猫”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #小奶猫[超话]#
恢m鸿,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.50/003yU0Rkly8gukl5ix3moj60ru0rumy702.jpg?KID=imgbed,tva&Expires=1729616902&ssig=cfxSt7yFsl",其他,Sun Oct 20 18:18:24  2024,E:/⇥ewcnwF43EMUxu⇤ 复制并打开拼夕夕APP，40.7元拼团购买【9月新日期】蒙牛特仑苏梦幻盖纯牛奶25...，仅剩2个名额
超话社区,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/006pQfMcly8h8v3tovfguj60u00u0q3z02.jpg?KID=imgbed,tva&Expires=1729616902&ssig=hBncEtou8a",北京,Sun Oct 20 18:17:59  2024,你好，你感兴趣的“特仑苏”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #特仑苏[超话]#
wy_王蓦尧,"https://tvax1.sinaimg.cn/crop.0.0.400.400.50/008uTfenly8hq6hffwa3pj30b40b4t9a.jpg?KID=imgbed,tva&Expires=1729616903&ssig=yPYR5dVDVa",福建 龙岩,Sun Oct 20 11:55:05  2024,喝牛奶有助于身体健康哦，记得每天喝一杯
是林嘉丽的佳,"https://tvax2.sinaimg.cn/crop.0.0.400.400.50/008uT29lly8hd50o3a5abj30b40b40t2.jpg?KID=imgbed,tva&Expires=1729616904&ssig=ZkI4Qh8I%2BG",福建 泉州,Sun Oct 20 16:23:11  2024,牛奶的正确喝法，你get了吗？
